loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
15000, 36 months,14.99,519.91,C,C5,Associate / Architect,7 years,OWN,88000,Not Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,4.99,Jan-98,10,0,18576,65.2,16,f,INDIVIDUAL,0,0,"Unit 4400 Box 0896
DPO AP 29597"
22700, 36 months,6.03,690.89,A,A1,Winnebagoland UniServ,1 year,MORTGAGE,100000,Source Verified,Mar-13,Fully Paid,credit_card,CC Consolidation,9.06,Aug-01,16,0,26816,61.2,30,f,INDIVIDUAL,5,0,"7963 Martinez Gardens Suite 205
Lake Barbara, ID 70466"
9975, 36 months,11.44,328.66,B,B4,parking lot manager,6 years,MORTGAGE,30000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,24.59,Jul-03,9,1,2855,32.1,36,w,INDIVIDUAL,2,1,"14829 Jonathan Light Suite 143
Shannonport, WY 00813"
12000, 60 months,15.31,287.44,C,C4,route Supervisor,10+ years,MORTGAGE,59000,Not Verified,Apr-14,Fully Paid,home_improvement,Home improvement,16.25,Jun-98,10,1,12015,40,37,w,INDIVIDUAL,3,0,"86979 Fields Green Suite 580
New Jamesfurt, SD 00813"
20000, 36 months,6.62,614.08,A,A2,"Cumulus Investments, Inc.",6 years,MORTGAGE,150000,Not Verified,Dec-12,Charged Off,debt_consolidation,Debt Consolidation,1.43,Nov-91,4,0,8939,25.2,13,f,INDIVIDUAL,5,0,"49664 Hall Burgs
New Richardborough, RI 86630"
32000, 60 months,12.99,727.94,C,C1,Driver,10+ years,RENT,82000,Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,24.28,Jan-96,13,0,19426,39.4,44,f,INDIVIDUAL,1,0,"PSC 1710, Box 7845
APO AE 70466"
9000, 36 months,13.11,303.73,B,B4,IMS Health,4 years,MORTGAGE,115000,Not Verified,Jan-13,Fully Paid,debt_consolidation,Debt consolidation,26.08,Nov-87,18,0,31892,72.6,53,w,INDIVIDUAL,5,0,"5167 King Manors
Kimland, RI 22690"
15000, 36 months,19.05,550.22,D,D4,Pala casino,8 years,RENT,65000,Verified,Mar-13,Charged Off,debt_consolidation,Credit cards,10.46,Sep-04,8,0,5463,59.6,22,f,INDIVIDUAL,0,0,"21207 Rich Stream Suite 141
New William, ND 30723"
9750, 36 months,13.11,329.04,B,B4,Beards Jewelry,3 years,RENT,30000,Not Verified,Feb-13,Fully Paid,credit_card,Credit card refinancing,24.06,Jan-99,6,0,17752,71.9,24,w,INDIVIDUAL,0,0,"72696 Thomas Brooks
Sandraport, DC 05113"
8000, 60 months,10,169.98,B,B2,LITTLE JAPAN,3 years,OWN,24000,Source Verified,Feb-11,Fully Paid,major_purchase,Vega,23.95,Oct-97,5,0,27363,57.2,19,f,INDIVIDUAL,,0,"119 Brandy Key Apt. 887
Snydertown, MA 48052"
6000, 36 months,14.33,206.03,C,C1,bmg-educational,1 year,RENT,76000,Not Verified,Oct-12,Charged Off,debt_consolidation,second,7.25,Jun-01,9,0,15882,59.7,9,f,INDIVIDUAL,0,0,"2077 Cervantes Rapids Suite 539
Vaughnland, KY 70466"
20000, 60 months,17.1,498.13,C,C5,Wildlife Biologist,4 years,MORTGAGE,62000,Verified,Oct-13,Fully Paid,debt_consolidation,Consolidation Loan,21.81,Jan-99,7,0,17453,81.6,22,f,INDIVIDUAL,2,0,"1727 Wright Garden Suite 015
Jessicaberg, MS 00813"
1800, 36 months,12.53,60.24,C,C1,Allstate Insurance Company,2 years,RENT,33048,Not Verified,Jun-09,Fully Paid,educational,Student Loan,13.62,Oct-00,8,0,921,51.2,12,f,INDIVIDUAL,,0,"0384 Charles View Apt. 313
West Jaredfort, WV 29597"
16000, 36 months,17.77,576.6,D,D1,Los Angeles Unified School District,7 years,RENT,60000,Source Verified,Oct-12,Fully Paid,credit_card,Lending Club,15.86,Jul-06,11,0,15429,86.7,23,f,INDIVIDUAL,0,0,"3247 Rodgers Viaduct Apt. 417
West Brian, OH 29597"
6000, 36 months,10.99,196.41,B,B3,sr ccm,9 years,MORTGAGE,70000,Not Verified,Jul-14,Fully Paid,home_improvement,Home improvement,15.09,Oct-99,9,1,6529,34,35,f,INDIVIDUAL,4,1,"650 Christine Knolls Suite 848
Davidside, TN 00813"
14700, 36 months,13.43,498.36,C,C3,Aerospace Corporation,9 years,MORTGAGE,160000,Not Verified,Mar-11,Fully Paid,credit_card,2011 Credit Card Payoff,4.9,Feb-93,20,0,19766,54.2,49,f,INDIVIDUAL,,0,"1696 Campbell Path Suite 636
Danielside, LA 00813"
6000, 36 months,7.49,186.61,A,A4,Associate manager,10+ years,MORTGAGE,35000,Not Verified,Feb-15,Fully Paid,credit_card,Credit card refinancing,18.28,Jan-02,9,0,5609,23.1,24,w,INDIVIDUAL,3,0,"65774 Lisa Lane
Port Ethan, MT 05113"
15000, 36 months,12.29,500.3,C,C1,Laborer,4 years,RENT,55000,Not Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,18.18,Jun-00,15,0,19545,51.6,16,f,INDIVIDUAL,0,0,"1832 Kevin Mission Suite 986
Tammyfurt, AK 30723"
32000, 36 months,18.55,1165.73,D,D2,Teacher (I work a 2nd FT job at MHMR) ,3 years,MORTGAGE,90000,Source Verified,Oct-13,Fully Paid,debt_consolidation,Out of debt loan.,20.57,Jul-02,15,1,17647,60,33,w,INDIVIDUAL,1,1,"PSC 8628, Box 0026
APO AP 22690"
20000, 60 months,16.99,496.95,D,D3,Southeast Field Foreman ,5 years,MORTGAGE,100000,Source Verified,May-14,Charged Off,major_purchase,Major purchase,3.5,Apr-02,13,0,7664,32.6,33,w,INDIVIDUAL,3,0,"603 Williams Locks Suite 884
Andersonville, NE 11650"
3825, 36 months,18.75,139.73,D,D3,LC landscape,2 years,RENT,21000,Verified,Apr-13,Charged Off,credit_card,Car,22.68,Jun-05,14,0,3631,26.9,16,f,INDIVIDUAL,0,0,"62228 Long Plaza
Lake William, CT 86630"
16750, 60 months,16.55,412.24,D,D2,RN,4 years,MORTGAGE,48000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,33.9,May-10,13,0,10457,49.6,15,w,INDIVIDUAL,1,0,"31501 Sullivan Highway
East Timothymouth, OR 05113"
2000, 36 months,11.49,65.95,B,B4,,,OWN,45000,Not Verified,Aug-10,Charged Off,credit_card,Credit Card,14.11,Jul-89,14,1,5972,47.8,22,f,INDIVIDUAL,,1,"724 Johnson Plains Apt. 967
North Erik, TX 70466"
18000, 60 months,25.57,534.36,F,F5,Property Accountant,5 years,MORTGAGE,56650,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,28.83,Aug-02,17,0,23279,65.4,33,w,INDIVIDUAL,2,0,"2996 Warren Summit Suite 725
Carrollborough, ND 48052"
12000, 36 months,21.48,455.07,E,E2,,,RENT,79000,Source Verified,Jan-14,Fully Paid,debt_consolidation,freedom,9.72,Jul-00,6,0,2375,44.8,23,f,INDIVIDUAL,5,0,"67802 Donald Rapid
North Nathaniel, MO 48052"
3000, 36 months,14.98,103.97,C,C3,Hospital Corpsman,7 years,RENT,56121.24,Source Verified,Dec-13,Fully Paid,major_purchase,Major purchase,30.62,Nov-06,7,0,24653,63.2,10,f,INDIVIDUAL,0,0,"7056 Reyes Walks
New William, FL 48052"
12000, 60 months,11.99,266.88,C,C1,Pirchasing,< 1 year,MORTGAGE,120000,Not Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,6.32,Oct-02,7,0,4669,77.8,23,w,INDIVIDUAL,3,0,"89135 Amy Trace Apt. 558
West Chadberg, HI 00813"
24000, 36 months,7.89,750.86,A,A5,Budget Analyst,8 years,MORTGAGE,85000,Source Verified,Mar-15,Fully Paid,home_improvement,Home improvement,22.87,Sep-03,17,0,15532,54.7,37,w,INDIVIDUAL,2,0,"2793 Evan Overpass
West Taraville, ME 29597"
5500, 36 months,13.11,185.61,B,B4,Macrogenics,2 years,RENT,62500,Not Verified,Aug-12,Fully Paid,credit_card,Debt Consolidation,10.16,Feb-00,7,0,5102,73.9,13,f,INDIVIDUAL,0,0,"9509 Gregory Stravenue Apt. 050
Port Lauraborough, ME 30723"
12525, 36 months,12.85,421.12,B,B4,Registered Nurse,10+ years,MORTGAGE,70000,Not Verified,Dec-13,Fully Paid,credit_card,Credit card refinancing,25.15,Jun-87,5,0,33442,90.9,13,f,INDIVIDUAL,5,0,"33724 Nicholas Divide Apt. 543
Mooreside, RI 22690"
10000, 36 months,13.11,337.47,B,B4,,,MORTGAGE,24832,Verified,Jun-12,Fully Paid,debt_consolidation,INCOGNITO,9.57,Oct-87,6,0,1820,17.5,24,f,INDIVIDUAL,2,0,"590 John Falls Apt. 254
Lake Charleneview, LA 22690"
20800, 60 months,10.49,446.98,B,B3,Mortgage loan originator,10+ years,MORTGAGE,85000,Source Verified,Dec-14,Fully Paid,credit_card,Credit card refinancing,17.89,Aug-03,13,0,15107,48.3,35,w,INDIVIDUAL,3,0,"4207 Christopher Walks
Christopherfort, VA 29597"
25000, 60 months,18.39,640.16,E,E2,United Parcel Service,7 years,RENT,90000,Source Verified,Aug-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,21.67,Dec-97,14,0,13423,59.1,18,f,INDIVIDUAL,,0,"9510 Scott Viaduct Apt. 670
West Denise, AZ 05113"
11200, 36 months,13.11,377.97,B,B4,MGM Grand Detroit,6 years,MORTGAGE,55000,Verified,Sep-12,Fully Paid,home_improvement,home remodel,19.77,Mar-00,5,0,2817,62.6,18,f,INDIVIDUAL,8,0,"23084 Erika Landing
Josephmouth, OH 22690"
27000, 36 months,7.89,844.72,A,A5,Petoleum Landman,5 years,MORTGAGE,109000,Verified,Oct-15,Fully Paid,credit_card,Credit card refinancing,17.48,Mar-93,18,0,26628,57.3,31,w,INDIVIDUAL,3,0,"7546 Ferguson Park
South Keithberg, NE 70466"
15000, 60 months,16.99,372.71,D,D3,,,MORTGAGE,54600,Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,28.02,Aug-95,11,1,11533,85.4,34,w,INDIVIDUAL,3,0,"246 Williams Lakes
Lake Charles, IN 11650"
10775, 36 months,15.31,375.16,C,C4,Spotwelder,10+ years,RENT,40000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,11.55,Jan-89,4,1,6663,77,26,f,INDIVIDUAL,1,1,"305 Brooks Burgs Apt. 838
South Michael, IL 30723"
10775, 36 months,14.49,370.84,C,C4,waitress,6 years,RENT,30000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,17.44,Nov-96,14,1,12914,35.8,16,f,INDIVIDUAL,0,1,"855 Brian Land
East Michael, WA 05113"
28000, 36 months,8.18,879.75,B,B1,District Manager,< 1 year,MORTGAGE,155000,Not Verified,Sep-15,Fully Paid,home_improvement,Home improvement,9.3,Apr-94,15,0,19019,55.1,39,w,INDIVIDUAL,3,0,"490 Armstrong Ford
New Dianabury, CA 05113"
13000, 36 months,7.62,405.1,A,A3,Architect,7 years,RENT,120000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Credit Card Consolidation,9.03,Feb-04,14,0,15445,16.9,20,w,INDIVIDUAL,0,0,"80904 Jack Orchard
Atkinston, IL 29597"
16000, 60 months,16.2,390.8,C,C4,RN,3 years,OWN,43000,Verified,Nov-13,Fully Paid,credit_card,Refinance,12.98,Jul-04,9,0,13659,76.7,10,f,INDIVIDUAL,0,0,"431 Morse Lane
Georgeside, NC 00813"
15000, 36 months,13.99,512.6,C,C4,rental sales agent,5 years,RENT,53000,Source Verified,Apr-15,Charged Off,debt_consolidation,Debt consolidation,17.16,Oct-05,10,0,7183,52.1,19,w,INDIVIDUAL,0,0,"78081 Meyer Courts
North William, LA 22690"
5000, 36 months,7.62,155.81,A,A3,Network Administrator,< 1 year,MORTGAGE,70000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,11.16,Feb-01,18,0,5,0.3,31,w,INDIVIDUAL,3,0,"13076 Bennett Highway Suite 835
Brownshire, NM 22690"
12000, 36 months,11.14,393.67,B,B2,Presentation Products,2 years,RENT,81000,Verified,Nov-12,Fully Paid,debt_consolidation,CC Consolidation,9.44,Apr-98,4,0,8471,53.6,15,f,INDIVIDUAL,0,0,"185 Douglas Trail
East Lisa, UT 00813"
17850, 60 months,20.99,482.81,E,E4,Teacher,10+ years,MORTGAGE,54000,Verified,Nov-14,Charged Off,debt_consolidation,Home improvement,26.98,Jul-93,14,0,7897,43.9,33,w,INDIVIDUAL,4,0,"891 Patrick Bridge
Timothyland, TN 86630"
5000, 36 months,11.47,164.81,B,B5,Teaching Assistant,2 years,RENT,20000,Verified,Jun-16,Fully Paid,debt_consolidation,Debt consolidation,24.85,Jun-01,20,0,11238,26.4,21,w,INDIVIDUAL,0,0,"62502 Palmer Springs Suite 018
East Christopher, KY 29597"
8325, 36 months,15.31,289.86,C,C2,Utstein & Gow PT,10+ years,RENT,37000,Verified,May-13,Fully Paid,other,Personal,8.53,Apr-98,15,1,6006,40.3,30,f,INDIVIDUAL,0,1,"9306 Hernandez Cliffs
South Christophertown, NE 05113"
20000, 36 months,13.11,674.94,B,B4,North Sound Emergency Physicians,3 years,MORTGAGE,120000,Verified,Jul-13,Fully Paid,debt_consolidation,pay it all off!,9.28,Oct-91,9,0,21267,31.5,24,f,INDIVIDUAL,9,0,"69778 Nicole Village
Weberton, MD 48052"
9000, 36 months,10.99,294.61,B,B4,Analyst,10+ years,MORTGAGE,69500,Verified,Jun-16,Fully Paid,home_improvement,Home improvement,15.01,Mar-02,12,1,9705,50.3,32,f,INDIVIDUAL,12,1,"5873 Herrera Lights Suite 200
New Matthewville, AZ 05113"
10000, 36 months,14.33,343.39,C,C2,Giorgio Armani Corp.,1 year,RENT,75000,Not Verified,Aug-13,Charged Off,debt_consolidation,Debt Pay Off,12.78,Dec-89,23,0,10788,67.8,35,f,INDIVIDUAL,0,0,"3344 Mary Gateway Suite 534
Christinashire, CT 11650"
10000, 36 months,13.98,341.68,C,C1,teacher,2 years,RENT,50000,Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,33.46,Jul-02,17,0,25687,55,28,f,INDIVIDUAL,0,0,"0859 Keller Haven
Wilkersontown, VA 70466"
7000, 36 months,7.9,219.04,A,A4,Boeing Company,10+ years,RENT,147000,Not Verified,May-12,Fully Paid,debt_consolidation,10,20.72,Jul-95,14,0,74947,84.3,30,f,INDIVIDUAL,0,0,"6969 Howard Loop
Brucefurt, NM 22690"
12000, 36 months,7.26,371.96,A,A4,Project Manager,4 years,MORTGAGE,144000,Not Verified,Jun-15,Fully Paid,home_improvement,Home improvement,3.18,Oct-92,10,0,18390,41.7,24,w,INDIVIDUAL,4,0,"914 Collins Meadows
Watkinshaven, LA 00813"
14000, 36 months,14.99,485.25,C,C5,National Accounts Manager,4 years,MORTGAGE,60000,Source Verified,Jan-15,Fully Paid,credit_card,Credit card refinancing,32.2,Jun-06,14,0,11235,79.7,26,w,INDIVIDUAL,1,0,"69980 Hines Place Suite 482
Jonesfort, HI 30723"
18000, 36 months,14.09,615.99,B,B5,at&t,10+ years,MORTGAGE,87000,Source Verified,May-13,Fully Paid,credit_card,short term help,10.46,Jun-00,5,0,9649,61.1,18,f,INDIVIDUAL,6,0,"534 Dawn Springs Suite 103
Brandonmouth, ID 29597"
10000, 36 months,16.29,353.01,C,C4,Galena Park ISD,7 years,MORTGAGE,50000,Verified,Jun-13,Fully Paid,debt_consolidation,Relief,12.29,Aug-07,9,0,7169,47.2,11,f,INDIVIDUAL,1,0,"882 Smith Flat
Masonbury, NV 70466"
15000, 36 months,11.55,495,B,B3,BBC Americas,2 years,RENT,94000,Not Verified,Jul-13,Fully Paid,credit_card,Credit Cards,15.51,Oct-02,12,0,15809,62.2,28,w,INDIVIDUAL,0,0,"4206 Cooper Landing
South Ashley, UT 48052"
17000, 36 months,13.11,573.7,B,B4,HCA,2 years,RENT,73000,Verified,Mar-13,Fully Paid,debt_consolidation,debt consolidation,29,Feb-03,14,0,27909,66.3,35,f,INDIVIDUAL,0,0,"388 Bailey Overpass Apt. 370
Port Jeremy, GA 70466"
7200, 36 months,9.17,229.53,B,B1,Teacher,5 years,MORTGAGE,38000,Not Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,12.01,Feb-05,5,0,2492,58,12,f,INDIVIDUAL,1,0,"14731 Johnson Shore Apt. 397
Markfort, RI 00813"
30000, 36 months,23.99,1176.83,E,E2,union official,10+ years,MORTGAGE,110000,Source Verified,Dec-16,Fully Paid,debt_consolidation,Debt consolidation,10.68,Nov-04,9,0,4463,29.8,19,f,INDIVIDUAL,1,0,"44312 Christopher Villages
East Ryanland, IL 48052"
14000, 36 months,14.47,481.69,C,C2,REGISTERED NURSE,1 year,RENT,80000,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,8.4,Aug-01,12,1,6280,84.9,14,f,INDIVIDUAL,0,0,"20027 Eric Rapid
Charleshaven, DE 05113"
20050, 60 months,19.52,525.87,D,D4,Oregon Helath and Sceince University,10+ years,RENT,100000,Verified,Jul-13,Fully Paid,debt_consolidation,debt free shortly,12.19,Apr-90,10,0,21992,81.5,21,f,INDIVIDUAL,0,0,"0274 Walter Harbors Suite 011
North Heatherport, GA 70466"
21000, 60 months,14.3,491.91,C,C1,warehouse manager,10+ years,MORTGAGE,100000,Source Verified,Nov-13,Fully Paid,debt_consolidation,discover consolidation loan,27,Dec-93,11,0,5260,19.5,37,f,INDIVIDUAL,6,0,"986 Martinez Point Apt. 003
Michaelside, FL 70466"
8000, 36 months,18.49,291.19,D,D2,Dept. Of Corrections,10+ years,RENT,90000,Not Verified,Jun-13,Fully Paid,debt_consolidation,Debt consolidation,18.73,Mar-03,10,0,22053,77.9,12,w,INDIVIDUAL,0,0,"42596 Holloway Island Apt. 529
Amandafort, MO 70466"
20000, 36 months,7.9,625.81,A,A4,Midland County JCC,10+ years,MORTGAGE,47000,Verified,May-12,Fully Paid,credit_card,stress relief,24.05,Apr-93,11,0,17933,55.1,37,f,INDIVIDUAL,4,0,"81803 Cathy Land Suite 197
Jenkinsside, KY 22690"
17125, 36 months,10.99,560.57,B,B3,Team Manager,10+ years,MORTGAGE,81794,Not Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,28.68,Dec-85,11,0,40703,40.8,22,w,INDIVIDUAL,5,0,"4034 Sharon Island
Martinezburgh, ND 70466"
5000, 36 months,9.17,159.4,B,B2,,,MORTGAGE,90000,Source Verified,Oct-15,Fully Paid,credit_card,Credit card refinancing,9.45,Jan-95,5,1,4721,94.4,11,w,INDIVIDUAL,1,0,"567 Lori Groves
East Kelliport, LA 05113"
5500, 36 months,18.25,199.53,D,D3,RN,5 years,RENT,40000,Source Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,25.11,Sep-03,14,1,7282,47.9,25,w,INDIVIDUAL,0,1,"958 Henderson Roads Suite 529
Peterhaven, ME 05113"
12500, 36 months,17.86,451.03,D,D5,Training Tech 2,10+ years,MORTGAGE,76500,Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,11.86,Jul-94,15,1,16950,72.1,33,f,INDIVIDUAL,3,0,"3539 Jones Squares Apt. 416
Melissaberg, WA 22690"
16000, 36 months,17.76,576.52,D,D1,Management and Program Analyst,10+ years,MORTGAGE,83000,Not Verified,Oct-13,Fully Paid,debt_consolidation,debt ,27.31,Mar-00,12,0,15241,54.2,22,f,INDIVIDUAL,2,0,"057 Sean Alley
New Suzanneside, PA 29597"
11000, 36 months,15.68,385.02,E,E1,MD ANDERSON CANCER CENTER,< 1 year,MORTGAGE,50004,Source Verified,Mar-09,Fully Paid,home_improvement,A/C Repair,13.94,May-04,9,0,11929,48.7,18,f,INDIVIDUAL,,0,"1990 Wilson Dale Apt. 113
Marshallberg, KS 30723"
9600, 36 months,21,361.69,E,E2,SHI,2 years,RENT,89000,Verified,Feb-13,Fully Paid,small_business,Business,13.81,Sep-79,14,0,2860,35.7,22,f,INDIVIDUAL,0,0,"36573 West Port
Lake Paulashire, ND 05113"
32500, 60 months,12.99,739.31,C,C1,International Technical Services Manager,2 years,MORTGAGE,142000,Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,11.64,Dec-01,18,0,30731,32.9,42,w,INDIVIDUAL,6,0,"342 Glenn Vista
South Yvonne, SD 48052"
16575, 36 months,14.99,574.5,C,C5,TEACHER,10+ years,RENT,70000,Verified,Jun-14,Fully Paid,other,Other,1.56,Jan-96,9,1,2827,14.8,32,f,INDIVIDUAL,0,1,"2454 Steven Port
South Stephaniestad, ID 22690"
7350, 36 months,19.52,271.36,D,D4,security officer,10+ years,MORTGAGE,35000,Not Verified,Nov-13,Charged Off,debt_consolidation,debtdone,6.04,Nov-98,3,0,3926,56.9,19,f,INDIVIDUAL,5,0,"06462 Sue Lake Suite 052
Walshland, DC 22690"
9625, 36 months,14.65,332.01,C,C2,Bakersfield Memorial Hospital,3 years,RENT,80000,Not Verified,Jul-12,Fully Paid,debt_consolidation,refinance,18.68,Feb-07,5,0,365,33.2,12,f,INDIVIDUAL,0,0,"8355 Andrea Locks Apt. 906
New Bonnieland, IL 22690"
24000, 60 months,19.19,625.09,E,E3,professional driver,1 year,RENT,48000,Source Verified,Oct-15,Charged Off,credit_card,Credit card refinancing,12.13,May-03,7,1,15287,39.4,13,w,INDIVIDUAL,0,1,"Unit 9481 Box 3692
DPO AP 48052"
13000, 36 months,11.47,428.51,B,B5,Director of Poker,10+ years,MORTGAGE,103000,Not Verified,Feb-16,Fully Paid,credit_card,Credit card refinancing,9.41,May-01,10,0,26643,54.9,19,w,INDIVIDUAL,4,0,"7575 Rodriguez Centers
Lake Justinland, TX 00813"
6000, 36 months,14.33,206.03,C,C1,local 79,4 years,RENT,40815,Not Verified,Sep-12,Fully Paid,debt_consolidation,debt consolidation ,7.47,Aug-03,11,0,3614,58.3,11,f,INDIVIDUAL,0,0,"364 Patricia Heights Suite 127
South Nicholaschester, MO 70466"
6875, 36 months,13.99,234.94,C,C4,Geographic Information Specialist,10+ years,RENT,78277,Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,22.24,Mar-01,16,0,19038,46.2,37,w,INDIVIDUAL,3,0,"21418 Young Valley Apt. 436
Sawyerville, NH 70466"
9000, 36 months,15.31,313.36,C,C2,CARILION CLINIC,< 1 year,OWN,40000,Not Verified,Nov-12,Fully Paid,debt_consolidation,payoff ,27.36,Aug-98,15,0,12195,48.2,25,f,INDIVIDUAL,0,0,"91902 Andrew Burgs Apt. 718
North Richardbury, CT 48052"
10000, 36 months,15.8,350.59,C,C3,United Parcel Service,10+ years,RENT,75000,Not Verified,Oct-12,Charged Off,debt_consolidation,Money Smart loan,14.57,Nov-89,9,0,7216,90.2,15,f,INDIVIDUAL,4,0,"883 Joseph Unions
East Ronald, AR 93700"
2000, 36 months,19.05,73.37,D,D4,LAUSD,10+ years,MORTGAGE,75000,Source Verified,Nov-12,Fully Paid,other,Other,4.53,Jun-91,2,0,525,65.6,24,f,INDIVIDUAL,4,0,"USS Watson
FPO AA 22690"
28500, 60 months,22.45,794.45,E,E5,Traffic Safety,9 years,MORTGAGE,65000,Not Verified,May-14,Fully Paid,credit_card,Credit card refinancing,32.29,Aug-01,20,0,32260,70.9,40,w,INDIVIDUAL,2,0,"6966 Autumn Radial
Snyderberg, AR 22690"
3600, 36 months,14.65,124.18,C,C5,,< 1 year,RENT,40000,Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,14.85,Oct-96,6,0,6243,28.8,19,f,INDIVIDUAL,0,0,"6720 Schmidt Coves Suite 383
New Shelby, KS 29597"
3000, 36 months,16.29,105.91,C,C4,Air One Equipment Inc.,1 year,MORTGAGE,41000,Not Verified,Feb-13,Fully Paid,debt_consolidation,Debt Consolidation,8.6,Jan-02,8,1,1163,31.4,14,f,INDIVIDUAL,1,1,"1222 Bass Lodge Suite 583
South Kelli, NE 29597"
21000, 60 months,13.98,488.42,C,C3,Squad leader,10+ years,MORTGAGE,65000,Source Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,28.05,Apr-05,13,0,13279,86.2,30,w,INDIVIDUAL,1,0,"407 Rodriguez Route
West Heidi, AZ 70466"
8000, 36 months,13.05,269.75,B,B5,Fortegra Financial,1 year,MORTGAGE,58000,Verified,Aug-13,Fully Paid,credit_card,Credit card refinancing,22.8,Jul-98,11,0,7702,80.2,18,f,INDIVIDUAL,3,0,"0737 Evans Junction Suite 568
East Moniqueside, AK 29597"
9600, 36 months,12.85,322.77,B,B4,Office Manager,10+ years,RENT,62400,Source Verified,Jan-14,Fully Paid,debt_consolidation,Refinance,15.58,May-94,16,0,10877,39,29,w,INDIVIDUAL,0,0,"USCGC Robertson
FPO AE 29597"
19200, 60 months,7.89,388.3,A,A5,Sales Rep,3 years,RENT,80000,Not Verified,Apr-16,Fully Paid,debt_consolidation,Debt consolidation,25.98,Mar-78,22,0,8169,25.9,38,w,INDIVIDUAL,4,0,"463 Kenneth Way Suite 146
North Angela, NH 48052"
24000, 60 months,19.04,623.11,F,F3,Defense  and  Confirmation Project,3 years,RENT,60204,Not Verified,Jun-10,Charged Off,debt_consolidation,Freedom,18.68,Jan-97,5,0,8376,95.2,16,f,INDIVIDUAL,,0,"562 Pennington Village Suite 049
East Jennifer, TX 70466"
34500, 60 months,15.8,835.32,C,C3,US Government,10+ years,MORTGAGE,100500,Verified,Apr-13,Fully Paid,debt_consolidation,Personal,28.62,Mar-98,21,0,26670,51.1,43,f,INDIVIDUAL,4,0,"970 Myers Islands Apt. 693
Jamesview, NE 22690"
20000, 36 months,15.61,699.3,C,C3,painter,10+ years,MORTGAGE,71000,Verified,Nov-13,Charged Off,debt_consolidation,debt consolidation,13.71,Dec-97,9,0,11180,67.8,24,f,INDIVIDUAL,2,0,"6711 Kevin Dam
Lisaland, MT 22690"
18350, 60 months,14.49,431.65,C,C4,Electronic Tech III,10+ years,MORTGAGE,65300,Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,22.46,Jul-94,9,0,18312,78.9,20,f,INDIVIDUAL,5,0,"761 Perez Shoals Suite 443
Port Jamesberg, CA 29597"
34475, 36 months,9.25,1100.32,A,A5,teacher,10+ years,OWN,77000,Verified,Oct-13,Fully Paid,debt_consolidation,Debt consolidation,7.12,Sep-85,16,0,15199,30.5,25,f,INDIVIDUAL,1,0,"80265 Joshua Burgs Suite 021
Davidview, UT 29597"
4000, 36 months,13.65,136.04,C,C1,Human Services Specialist 1,5 years,RENT,30000,Not Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,13.72,Sep-04,5,0,9512,87.3,15,w,INDIVIDUAL,0,0,"879 Peterson Forest
Port Sergio, MA 05113"
